,PDB_code,-logKd/Ki,refined,core,split_core,max_tanimoto_schrodinger,max_tanimoto_merck
67,2o9r,1.68,False,False,train,0.0386740331491712,0.0613496932515337
68,4qsw,1.68,False,False,valid,0.0817610062893081,0.0979020979020979
69,2sfp,1.7,False,False,train,0.119047619047619,0.078125
70,3gf2,1.7,False,False,train,0.1914893617021276,0.1585365853658536
71,3oay,1.7,False,False,train,0.0486111111111111,0.0695652173913043
72,4tyb,1.7,False,False,train,0.192,0.1769911504424778
73,6cex,1.7,False,False,train,0.1707317073170731,0.1041666666666666
74,6cf5,1.7,False,False,train,0.1707317073170731,0.1041666666666666
75,3g6m,1.71,False,False,train,0.1478260869565217,0.1063829787234042
76,2hdr,1.72,False,False,train,0.1976744186046511,0.1794871794871795
77,3ern,1.72,False,False,train,0.0833333333333333,0.1
78,3vzg,1.72,False,False,train,0.072992700729927,0.073170731707317
79,3zst,1.72,False,False,train,0.0253968253968253,0.0376175548589341
80,5y61,1.72,False,False,train,0.0909090909090909,0.0967741935483871
81,1u2y,1.74,False,False,train,0.0451127819548872,0.0775193798449612
82,4qsx,1.74,False,False,train,0.1066666666666666,0.125
83,5y62,1.74,False,False,train,0.0909090909090909,0.0967741935483871
84,5ggj,1.75,False,False,train,0.126865671641791,0.1240875912408759
85,5zef,1.75,False,False,train,0.0990990990990991,0.0821917808219178
86,4bgx,1.77,False,False,train,0.0851063829787234,0.0824742268041237
87,3f39,1.78,False,False,train,0.180722891566265,0.2112676056338028
88,5ggl,1.78,False,False,train,0.144927536231884,0.1341463414634146
89,2zgm,1.79,False,False,valid,0.0444444444444444,0.0613496932515337
90,1ga8,1.8,False,False,train,0.0508474576271186,0.0754716981132075
91,3rxh,1.8,False,False,train,0.0769230769230769,0.0833333333333333
92,1af6,1.82,False,False,train,0.0484848484848484,0.06875
93,1bra,1.82,False,False,train,0.198019801980198,0.1948051948051948
94,1d5r,1.82,False,False,train,0.119047619047619,0.0529801324503311
95,1y1m,1.82,False,False,train,0.1047619047619047,0.125
96,3eqb,1.82,False,False,train,0.175,0.1818181818181818
97,4ahv,1.82,False,False,train,0.1666666666666666,0.1808510638297872
98,1rdn,1.84,False,False,train,0.063063063063063,0.0992907801418439
99,1fd7,1.85,False,False,train,0.261437908496732,0.2122905027932961
100,3khv,1.85,False,False,train,0.1578947368421052,0.1443298969072164
101,1mwt,1.88,False,False,train,0.2583333333333333,0.1515151515151515
102,1tnl,1.88,False,False,train,0.1651376146788991,0.2417582417582417
103,2ay2,1.88,False,False,train,0.25,0.0970149253731343
104,4x8s,1.89,False,False,train,0.1666666666666666,0.1578947368421052
105,1f2p,1.9,False,False,train,0.3168316831683168,0.1839080459770115
106,4mrh,1.9,False,False,train,0.1458333333333333,0.1428571428571428
107,1f2o,1.91,False,False,train,0.1089108910891089,0.1408450704225352
108,1efi,1.92,False,False,train,0.1338582677165354,0.1276595744680851
109,3ehn,1.92,False,False,train,0.0606060606060606,0.0847457627118644
110,4bh3,1.92,False,False,train,0.0825688073394495,0.0711297071129707
111,2rjr,1.94,False,False,train,0.176,0.1568627450980392
112,5nn4,1.94,False,False,train,0.1274509803921568,0.0909090909090909
113,4mrf,1.95,False,False,train,0.1652173913043478,0.1442307692307692
114,1tnj,1.96,False,False,train,0.2441860465116279,0.1875
115,2gga,1.96,False,False,train,0.11,0.0538461538461538
116,5oxn,1.96,False,False,train,0.3217391304347826,0.1553398058252427
117,1wdq,1.98,False,False,valid,0.0636942675159235,0.0679012345679012
118,6h7u,1.98,False,False,train,0.1176470588235294,0.0636942675159235
119,6hzp,1.98,False,False,train,0.1176470588235294,0.0636942675159235
120,3i3d,1.99,False,False,train,0.0465116279069767,0.0779220779220779
121,1gbt,2.0,False,False,train,0.1512605042016806,0.1391304347826087
122,1ing,2.0,False,False,train,0.2429906542056074,0.173469387755102
123,2bmv,2.0,False,False,train,0.198019801980198,0.1948051948051948
124,2hds,2.0,False,False,train,0.1967213114754098,0.2123893805309734
125,2r58,2.0,True,False,train,0.0973451327433628,0.1307692307692307
126,3c2f,2.0,True,False,train,0.0567375886524822,0.0629370629370629
127,3g2y,2.0,True,False,train,0.1052631578947368,0.1182795698924731
128,3pce,2.0,True,False,train,0.2105263157894736,0.1789473684210526
129,3rv3,2.0,False,False,train,0.0994475138121546,0.0928961748633879
130,4awj,2.0,False,False,train,0.1290322580645161,0.0991735537190082
131,4ctk,2.0,False,False,train,0.1217391304347826,0.1596638655462184
132,4kz5,2.0,False,False,train,0.2436974789915966,0.1742424242424242
133,4qsu,2.0,True,False,train,0.0891089108910891,0.0898876404494382
134,4qsv,2.0,True,False,valid,0.0909090909090909,0.1153846153846153
135,4u58,2.0,False,False,train,0.2480620155038759,0.2214285714285714
136,4y4g,2.0,False,False,train,0.09375,0.0681818181818181
137,6evq,2.0,False,False,train,0.1623376623376623,0.1267605633802817
138,6ra1,2.0,False,False,train,0.14,0.13125
139,4ty8,2.03,False,False,valid,0.1844660194174757,0.1923076923076923
140,5ekx,2.03,False,False,train,0.1458333333333333,0.1428571428571428
141,5nzq,2.03,False,False,train,0.2444444444444444,0.2288135593220339
142,2ks9,2.04,False,False,train,0.2264705882352941,0.1031941031941031
143,1jfh,2.05,False,False,train,0.048780487804878,0.0677966101694915
144,4e4a,2.05,False,False,valid,0.1914893617021276,0.1585365853658536
145,4ty9,2.05,False,False,train,0.1714285714285714,0.175
146,4x8t,2.05,False,False,train,0.1666666666666666,0.1782178217821782
147,5eiw,2.05,False,False,train,0.1851851851851851,0.1962616822429906
148,1qq9,2.06,False,False,train,0.0884955752212389,0.0769230769230769
149,1rdi,2.06,False,False,train,0.044776119402985,0.0661157024793388
150,2zg3,2.06,False,False,train,0.0945945945945946,0.0967741935483871
151,4u54,2.06,True,False,train,0.3958333333333333,0.2753623188405797
152,3ao4,2.07,True,True,test,0.1764705882352941,0.1986301369863013
153,4b0c,2.07,False,False,train,0.0840336134453781,0.0680272108843537
154,3rxp,2.08,False,False,train,0.1020408163265306,0.1057692307692307
155,5tyh,2.08,False,False,train,0.1649484536082474,0.1724137931034483
156,1njj,2.1,False,False,train,0.0441176470588235,0.0687830687830687
157,2zg1,2.1,False,False,train,0.0993377483443708,0.0817610062893081
158,4aml,2.1,False,False,train,0.1066666666666666,0.1139240506329113
159,4cs9,2.1,True,False,train,0.1042944785276073,0.0994152046783625
160,6r49,2.1,False,False,train,0.1726618705035971,0.1492537313432835
161,3uf9,2.11,False,False,train,0.1794871794871795,0.1351351351351351
162,6aao,2.11,False,False,train,0.2068965517241379,0.096590909090909
163,1qx1,2.12,False,False,valid,0.0567375886524822,0.0806451612903225
164,2w8w,2.12,True,False,train,0.1259259259259259,0.1043478260869565
165,3gv9,2.12,True,True,test,0.198019801980198,0.1196581196581196
166,6r9u,2.12,True,False,train,0.14,0.13125
167,1p2g,2.13,False,False,train,0.0205655526992287,0.0305343511450381
168,6gz9,2.13,False,False,train,0.1146496815286624,0.1322314049586777
169,6abx,2.14,True,False,train,0.1568627450980392,0.0602409638554216
170,6dim,2.14,False,False,train,0.2264150943396226,0.2555555555555555
171,6djd,2.14,False,False,train,0.2264150943396226,0.2555555555555555
172,1uxb,2.15,False,False,train,0.0855614973262032,0.082901554404145
173,3rxg,2.15,False,False,train,0.1531531531531531,0.1208791208791208
174,4b0j,2.15,False,False,train,0.1346153846153846,0.146788990825688
175,4q90,2.15,True,False,train,0.1411764705882353,0.1348314606741573
176,5cs3,2.15,True,False,train,0.0886075949367088,0.1104294478527607
177,6fap,2.15,False,False,train,0.1938775510204081,0.1666666666666666
178,6fi1,2.15,False,False,train,0.1938775510204081,0.1666666666666666
179,6r9s,2.15,False,False,train,0.1438848920863309,0.2032520325203252
180,2ay9,2.16,False,False,train,0.2475247524752475,0.1764705882352941
181,4tim,2.16,True,False,train,0.1037735849056603,0.0721649484536082
182,5fe6,2.16,True,False,train,0.1475409836065573,0.1958762886597938
183,6ghj,2.16,True,False,train,0.2671232876712329,0.1371428571428571
184,3gqz,2.17,True,False,train,0.1791044776119403,0.1641791044776119
185,4y3j,2.17,True,False,train,0.1166666666666666,0.1309523809523809
186,5oxk,2.17,True,False,valid,0.1478260869565217,0.086021505376344
187,5z5f,2.17,True,False,train,0.0441176470588235,0.0762711864406779
188,6gmx,2.17,False,False,train,0.1666666666666666,0.1666666666666666
189,3l7d,2.18,False,False,train,0.2708333333333333,0.2023121387283237
190,6g47,2.18,False,False,valid,0.1062801932367149,0.0730593607305936
191,4ahr,2.19,True,False,train,0.1538461538461538,0.1354166666666666
192,4ahs,2.19,True,False,train,0.1833333333333333,0.1553398058252427
193,4amx,2.19,False,False,train,0.0559440559440559,0.0789473684210526
194,4jdf,2.19,False,False,train,0.042016806722689,0.0629370629370629
195,4mre,2.19,True,False,train,0.1758241758241758,0.1758241758241758
196,5nzp,2.19,False,False,train,0.2019230769230769,0.2469135802469135
197,1w1v,2.2,False,False,train,0.1310344827586207,0.1172839506172839
198,2vvo,2.2,False,False,train,0.0514705882352941,0.0714285714285714
199,4eh8,2.2,False,False,train,0.4144144144144144,0.2424242424242424
200,1x8d,2.21,True,False,train,0.0620155038759689,0.081081081081081
201,4g0z,2.21,True,False,train,0.0909090909090909,0.0967741935483871
202,1icj,2.22,False,False,train,0.0588235294117647,0.0446428571428571
203,1m0n,2.22,True,False,train,0.1111111111111111,0.1333333333333333
204,2aac,2.22,True,False,train,0.0378787878787878,0.0655737704918032
205,4aci,2.22,True,False,train,0.1568627450980392,0.0602409638554216
206,4uru,2.22,False,False,train,0.2212389380530973,0.2480620155038759
207,4ury,2.22,True,False,train,0.2015503875968992,0.1968503937007874
208,4x11,2.22,False,False,train,0.0993377483443708,0.0817610062893081
209,5hcl,2.22,False,False,train,0.0689655172413793,0.0923076923076923
210,5jqb,2.22,False,False,train,0.1809523809523809,0.238095238095238
211,1ajp,2.23,True,False,train,0.1739130434782608,0.1547619047619047
212,2igv,2.23,False,False,train,0.2660550458715596,0.096
213,3ao5,2.23,True,False,train,0.1544715447154471,0.1419354838709677
214,3i3b,2.23,True,False,train,0.0633802816901408,0.0789473684210526
215,1rdl,2.24,False,False,train,0.0413793103448275,0.0708661417322834
216,2ay8,2.24,False,False,train,0.1574074074074074,0.1046511627906976
217,2os9,2.24,False,False,train,0.0296296296296296,0.0517241379310344
218,5f6v,2.24,False,False,train,0.2242990654205607,0.2666666666666666
219,5m9w,2.24,True,False,train,0.2179487179487179,0.1584699453551912
220,5nzo,2.24,False,False,train,0.2592592592592592,0.2705882352941176
221,1ukt,2.25,False,False,train,0.0468085106382978,0.0608695652173913
222,1ew8,2.26,True,False,train,0.1139240506329113,0.0547945205479452
223,3ao1,2.26,False,False,train,0.1092436974789916,0.1397058823529411
224,4eh9,2.26,False,False,train,0.2397260273972602,0.2096774193548387
225,4np2,2.26,True,False,train,0.1908396946564885,0.1707317073170731
226,5v6u,2.26,False,False,train,0.2605042016806723,0.238095238095238
227,1hge,2.27,False,False,valid,0.1118421052631579,0.0802469135802469
228,1uto,2.27,True,True,test,0.2441860465116279,0.1875
229,4ahu,2.27,True,False,train,0.2783505154639175,0.2159090909090909
230,4mfe,2.27,False,False,train,0.1204819277108433,0.0604026845637583
231,1ps3,2.28,True,True,test,0.0666666666666666,0.079136690647482
232,2rjs,2.28,False,False,valid,0.2169811320754717,0.21875
233,3fu0,2.28,False,False,train,0.2203389830508474,0.2095238095238095
234,3ip8,2.28,True,False,train,0.2333333333333333,0.1927710843373494
235,2ay1,2.29,False,False,train,0.2061855670103092,0.1636363636363636
236,4ddk,2.29,True,True,test,0.1546391752577319,0.160919540229885
237,4ehv,2.29,False,False,train,0.2014388489208633,0.2142857142857142
238,5fnj,2.29,False,False,train,0.3225806451612903,0.1806451612903225
239,1inh,2.3,False,False,train,0.2280701754385964,0.173469387755102
240,1jdj,2.3,False,False,train,0.2162162162162162,0.116504854368932
241,1n1g,2.3,False,False,train,0.2162162162162162,0.1192660550458715
242,1o4g,2.3,False,False,train,0.2622950819672131,0.2395833333333333
243,1uxa,2.3,False,False,valid,0.0855614973262032,0.082901554404145
244,1w1p,2.3,False,False,train,0.1083333333333333,0.0943396226415094
245,2ay7,2.3,False,False,train,0.2580645161290322,0.1797752808988764
246,2hdu,2.3,False,False,train,0.1827956989247312,0.1196581196581196
247,2xix,2.3,False,False,train,0.0566037735849056,0.0879120879120879
248,2xlc,2.3,False,False,train,0.0824742268041237,0.0555555555555555
249,3dyo,2.3,True,False,train,0.0465116279069767,0.0779220779220779
250,3kgq,2.3,True,False,train,0.1568627450980392,0.0602409638554216
251,3mhw,2.3,True,False,train,0.1770833333333333,0.216867469879518
252,3pcg,2.3,True,False,train,0.202127659574468,0.1733333333333333
253,3rv4,2.3,True,False,train,0.0994475138121546,0.0928961748633879
254,4b6e,2.3,False,False,train,0.1485148514851485,0.1809523809523809
255,4e3d,2.3,False,False,valid,0.1704545454545454,0.1545454545454545
256,4g0y,2.3,True,False,train,0.1042944785276073,0.0994152046783625
257,4jsz,2.3,True,True,test,0.1910112359550561,0.2051282051282051
258,4led,2.3,False,False,train,0.0378787878787878,0.0655737704918032
259,4wh7,2.3,False,False,train,0.1368421052631579,0.2087912087912088
260,5enc,2.3,False,False,valid,0.2954545454545454,0.1834862385321101
261,5eni,2.3,False,False,train,0.3118279569892473,0.1666666666666666
262,5enj,2.3,False,False,train,0.2608695652173913,0.1801801801801801
263,5g42,2.3,False,False,train,0.1941747572815534,0.1764705882352941
264,6au2,2.3,False,False,train,0.1679389312977099,0.1596638655462184
265,6gmq,2.3,False,False,train,0.1714285714285714,0.1720430107526881
266,1m0o,2.31,True,False,train,0.1151079136690647,0.1172413793103448
267,4y0a,2.31,True,False,train,0.0677966101694915,0.079646017699115
268,5mz8,2.31,True,False,train,0.1538461538461538,0.0657894736842105
269,2qve,2.32,False,False,train,0.1739130434782608,0.1818181818181818
270,5aol,2.32,True,False,train,0.1504424778761062,0.1504424778761062
271,1z6d,2.34,False,False,train,0.1180124223602484,0.0994152046783625
272,4iie,2.34,True,False,train,0.0514705882352941,0.0615384615384615
273,5elf,2.34,False,False,train,0.0526315789473684,0.0569395017793594
274,1qi0,2.35,False,False,train,0.0444444444444444,0.0613496932515337
275,3gtc,2.35,True,False,train,0.1538461538461538,0.1134751773049645
276,4k3k,2.35,False,False,train,0.265625,0.1764705882352941
277,4y3y,2.35,True,False,train,0.0654205607476635,0.0972222222222222
278,1o4j,2.36,False,False,train,0.203883495145631,0.1904761904761904
279,3g2z,2.36,True,True,test,0.1145038167938931,0.1119402985074626
280,5fsc,2.36,True,False,train,0.0592592592592592,0.0738255033557047
281,3t0d,2.37,True,False,valid,0.0633802816901408,0.0789473684210526
282,4jck,2.37,False,False,train,0.0386740331491712,0.0613496932515337
283,6rnt,2.37,True,False,train,0.1034482758620689,0.1
284,3f6e,2.38,True,False,train,0.1538461538461538,0.1626794258373205
285,4aj2,2.38,False,False,train,0.2212389380530973,0.1844660194174757
286,6md8,2.38,True,False,train,0.1654676258992805,0.2066115702479339
287,1f73,2.39,True,False,train,0.0948905109489051,0.0625
288,1nwl,2.39,True,False,train,0.154696132596685,0.1388888888888889
289,4nyt,2.39,False,False,train,0.081081081081081,0.072072072072072
290,4tya,2.39,False,False,train,0.3061224489795918,0.2066115702479339
291,2wi1,2.4,False,False,train,0.2068965517241379,0.1637931034482758
292,3dxg,2.4,False,True,test,0.0891719745222929,0.1
293,3l7b,2.4,False,True,test,0.1071428571428571,0.112781954887218
294,3pcb,2.4,False,False,train,0.2048192771084337,0.1630434782608695
295,3t2t,2.4,False,False,train,0.1691176470588235,0.1684782608695652
296,4u5l,2.4,False,False,train,0.2519685039370078,0.2426470588235294
297,4y38,2.4,False,False,train,0.308411214953271,0.1758241758241758
298,4zsm,2.4,False,False,train,0.1166666666666666,0.0964912280701754
299,1o4r,2.41,False,False,train,0.1612903225806451,0.1739130434782608
300,2wsx,2.41,False,False,train,0.1132075471698113,0.0886075949367088
301,4u5s,2.41,True,False,train,0.2167487684729064,0.1508620689655172
302,6aaq,2.41,False,False,train,0.1219512195121951,0.1104972375690607
303,4u5o,2.42,True,False,train,0.2519685039370078,0.2426470588235294
304,5os3,2.43,False,False,train,0.2142857142857142,0.1630434782608695
305,6mli,2.43,True,False,train,0.1025641025641025,0.1341463414634146
306,1o4h,2.44,False,False,train,0.1848739495798319,0.2017543859649122
307,1oba,2.44,True,False,train,0.0686274509803921,0.0816326530612244
308,1t4s,2.44,False,False,train,0.1020408163265306,0.1159420289855072
309,2i2b,2.44,False,False,train,0.1013513513513513,0.1229508196721311
310,2xiy,2.44,False,False,train,0.1862745098039215,0.238095238095238
311,3ked,2.44,False,False,train,0.0849056603773584,0.0675675675675675
312,3l7c,2.44,False,False,train,0.1049382716049382,0.1185185185185185
313,3mjl,2.44,True,False,train,0.0792079207920792,0.1052631578947368
314,4d62,2.44,False,False,train,0.0993377483443708,0.0817610062893081
315,1gbq,2.46,False,False,valid,0.0921787709497206,0.0592783505154639
316,1o4o,2.46,False,False,train,0.2340425531914893,0.1927710843373494
317,2aez,2.46,False,False,train,0.045,0.0585365853658536
318,3l79,2.46,False,False,train,0.093167701863354,0.112781954887218
319,4ah9,2.46,False,False,train,0.1911764705882352,0.2072072072072072
320,4ddm,2.46,True,False,train,0.1666666666666666,0.21875
321,4eh6,2.46,False,False,train,0.3125,0.2553191489361702
322,4x8u,2.46,True,False,train,0.2429906542056074,0.1881188118811881
323,5aqh,2.46,False,False,train,0.1221374045801526,0.1393442622950819
324,1tok,2.47,False,False,train,0.125,0.0544217687074829
325,1utl,2.47,True,False,valid,0.2333333333333333,0.1785714285714285
326,3rik,2.47,False,False,train,0.0536912751677852,0.0827067669172932
327,4gne,2.47,False,False,train,0.09009009009009,0.056390977443609
328,4y4j,2.47,True,False,train,0.1101694915254237,0.1294117647058823
329,5dv4,2.47,False,False,train,0.0371900826446281,0.0530973451327433
330,5jal,2.47,False,False,train,0.2066115702479339,0.1755725190839694
331,6fhq,2.47,True,False,train,0.1354166666666666,0.1097560975609756
332,1gyx,2.48,True,False,train,0.2427184466019417,0.2105263157894736
333,4u5n,2.48,True,False,train,0.2412060301507537,0.1948051948051948
334,4ze6,2.48,False,False,train,0.0892857142857142,0.0714285714285714
335,5mn1,2.48,True,False,train,0.1752577319587628,0.131578947368421
336,5mnb,2.48,False,False,valid,0.1752577319587628,0.131578947368421
337,5mnx,2.48,False,False,train,0.1752577319587628,0.131578947368421
338,5mon,2.48,False,False,train,0.1752577319587628,0.131578947368421
339,1o4q,2.49,False,False,train,0.1941747572815534,0.1777777777777777
340,4efk,2.49,True,False,train,0.1666666666666666,0.1304347826086956
341,4ej2,2.49,False,False,train,0.0862068965517241,0.1067415730337078
342,4kz7,2.49,True,False,train,0.136,0.0956521739130434
343,6c3n,2.49,False,False,train,0.2424242424242424,0.2149532710280373
344,1ai4,2.5,True,False,train,0.1758241758241758,0.1592920353982301
345,3g30,2.51,True,False,train,0.2212389380530973,0.1544715447154471
346,4ctj,2.51,False,False,train,0.180327868852459,0.1666666666666666
347,6dji,2.51,False,False,train,0.2413793103448276,0.1478260869565217
348,1rq2,2.52,False,False,train,0.1568627450980392,0.0602409638554216
349,1wdr,2.52,False,False,train,0.0444444444444444,0.0613496932515337
350,3ad7,2.52,False,False,train,0.1,0.0735294117647058
351,3bf1,2.52,False,False,train,0.0994475138121546,0.0928961748633879
352,3fq7,2.52,False,False,train,0.238095238095238,0.2054054054054054
353,3gr2,2.52,True,True,test,0.094017094017094,0.1063829787234042
354,3mfv,2.52,True,False,train,0.12,0.1123595505617977
355,3vdb,2.52,True,False,train,0.0633802816901408,0.0789473684210526
356,4e3f,2.52,False,False,train,0.1860465116279069,0.1559633027522936
357,4g0q,2.52,True,False,train,0.0833333333333333,0.1
358,4urz,2.52,True,False,train,0.1969696969696969,0.1703703703703703
359,5f6d,2.52,False,False,train,0.2260869565217391,0.2653061224489796
360,5f6u,2.52,False,False,train,0.2362204724409448,0.2097902097902098
361,4hj2,2.53,True,False,train,0.1436170212765957,0.109090909090909
362,1iup,2.54,False,False,train,0.1097560975609756,0.1269841269841269
363,1il3,2.55,False,False,train,0.134453781512605,0.1818181818181818
364,1kf0,2.55,False,False,train,0.0932642487046632,0.0871794871794871
365,3b3s,2.55,True,False,train,0.1089108910891089,0.1408450704225352
366,3ovn,2.55,True,False,train,0.1696428571428571,0.1495327102803738
367,5eif,2.55,False,False,train,0.2083333333333333,0.1702127659574468
368,5n53,2.55,False,False,train,0.2555555555555555,0.2181818181818181
369,5os0,2.55,False,False,train,0.1842105263157894,0.1967213114754098
370,1gwv,2.57,True,False,train,0.0444444444444444,0.0613496932515337
371,2ria,2.57,False,False,train,0.0608108108108108,0.0676691729323308
372,3kgp,2.57,True,True,test,0.1789473684210526,0.1827956989247312
373,5v4q,2.57,False,False,train,0.0869565217391304,0.0886075949367088
374,6poq,2.57,False,False,train,0.2519685039370078,0.2782608695652174
375,2ay5,2.59,False,False,train,0.2815533980582524,0.1979166666666666
376,2jst,2.59,False,False,train,0.0714285714285714,0.1058823529411764
377,3gvb,2.59,True,False,train,0.1627906976744186,0.168
378,4o3a,2.59,False,False,train,0.15,0.0657894736842105
379,4o3c,2.59,True,False,train,0.15,0.0657894736842105
380,4wef,2.59,False,False,train,0.086092715231788,0.0955414012738853
381,5tpb,2.59,False,False,train,0.0945945945945946,0.0967741935483871
382,1o4p,2.6,False,False,train,0.2212389380530973,0.1818181818181818
383,2c4v,2.6,False,False,train,0.1568627450980392,0.0602409638554216
384,2r5a,2.6,True,False,train,0.0973451327433628,0.0714285714285714
385,3gwv,2.6,False,False,train,0.3442622950819672,0.2751677852348993
386,3rxf,2.6,False,False,train,0.1752577319587628,0.1495327102803738
387,4up5,2.6,True,False,valid,0.203883495145631,0.2043010752688172
388,5g46,2.6,True,False,train,0.2924528301886792,0.2473118279569892
389,6mia,2.6,False,False,train,0.1513157894736842,0.1287878787878787
390,1cze,2.62,False,False,train,0.1538461538461538,0.0657894736842105
391,1w1y,2.62,False,False,train,0.2,0.2170542635658914
392,2kfh,2.62,False,False,train,0.2157434402332361,0.1169154228855721
393,3f37,2.62,True,False,train,0.1568627450980392,0.1839080459770115
394,3f38,2.62,False,False,train,0.1568627450980392,0.1839080459770115
395,3fk1,2.62,False,False,train,0.11,0.0538461538461538
396,3rxl,2.62,False,False,train,0.1176470588235294,0.1052631578947368
397,4lnf,2.62,False,False,train,0.1149425287356321,0.0617283950617283
398,4lno,2.62,False,False,valid,0.1149425287356321,0.0617283950617283
399,5foo,2.62,False,False,train,0.053030303030303,0.0887096774193548
400,5lvd,2.62,True,False,train,0.2318840579710145,0.1636363636363636
401,1ajn,2.63,True,False,train,0.1919191919191919,0.1753246753246753
402,1g5f,2.64,False,False,train,0.043010752688172,0.036144578313253
403,1o4i,2.64,False,False,train,0.2834645669291338,0.1409395973154362
404,3p1d,2.64,False,False,train,0.1052631578947368,0.1401869158878504
405,4i8x,2.64,True,False,train,0.2692307692307692,0.3218390804597701
406,4q7w,2.64,True,False,train,0.1224489795918367,0.1318681318681318
